Sales Document (VBELN);Value in EUR (MV_MONVALUE_CONVERTED);Item (POSNR);Sales Doc. Type (AUART);Item Category (PSTYV);Relev.for Bill. (FKREL);Pur. Ord. Type (BSARK);Country/Reg. (LAND1);Company Code (BUKRS);Sales Area (SALES_AREA);Sales Org. (VKORG);Distr. Channel (VTWEG);Division (SPART);Plant (WERKS);Shipping Point (VSTEL);Location (LGORT);Profit Center (PRCTR);Sold-to Party (KUNNR);Delivery Prior. (LPRIO);AcctAssmtGrpMat (KTGRM);Material Group (MATKL);Material (MATNR);Order Quantity (KWMENG);Batch (CHARG);Procurement (BESKZ);MRP Type (DISMM);ABC Indicator (MAABC);Lot Sizing Procedure (DISLS);Safety Stock (EISBE);GR Proc. Time (WEBAZ);Net Value (NETWR);Doc. Currency (WAERK);Created on (H) (ERDAT_H);Created on (I) (ERDAT_I);Release date (CMFRE);RejectionReason (ABGRU);Delivery Date (EDATU);Mat.Avail.Date (MBDAT);Confirmed Qty (BMENG);Order Quantity (WMENG);Ovrl Deliv. Sts (LFGSA);Deliv. Conf.Sts (BESTA);OvrlDelivBlkSts (LSSTA);Delivery - Item (UVVLK);Delivery (VBELN_DEL);Delivery Item (POSNR_DEL);Delivery created on (ERDAT_DEL);Created By (ERNAM_DEL);User Type (USTYP);User group (CLASS);Transaction Code (TCODE_DEL);Automation (AUTOMATION);No. del. per SO it (NO_DEL);Year Cur.Period (LFGJA);Current Period (LFMON);Unrestricted (LABST);Quality Insp. (INSME);Trading Partner (VBUND);Order block (AUFSD);Account Group (KTOKD);Delivery block (LIFSD);Sales block (CASSD);Backlog purch. req. (BL_PURCH_REQ);Oldest PR rel.date (FRGDT_PURCH_REQ);Oldest purchase req. (BANFN_PURCH_REQ);Backlog purch. order (BL_PURCH_ORD);Oldest PO del.date (EINDT_BL_PURCH_ORD);Oldest purch. order (EBELN_BL_PURCH_ORD);Oldest PO category (BSTYP_BL_PURCH_ORD);Open purch. orders (OPEN_PURCH_ORD);Earliest PO del.date (EINDT_OPEN_PURCH_ORD);Earlistpurchorder (EBELN_OPEN_PURCH_ORD);Earliest PO category (BSTYP_OPEN_PURCH_ORD);BL plan. order 'LA' (BL_PLANNED_LA);Oldest 'LA' date (PEDTR_LA);Oldest planned order (PLNUM_LA);BL manuf. orders (BL_MANUF_ORDERS);Oldest manuf.date (DGLTS_BL_MANUF);Oldest manuf. order (AUFNR_BL_MANUF);Oldest order cat. (AUTYP_BL_MANUF);Open manuf. orders (OPEN_MANUF_ORDERS);Earliest manuf.date (DGLTS_OPEN_MANUF);Earlistmanuforder (AUFNR_OPEN_MANUF);Earlistordercat (AUTYP_OPEN_MANUF);Last insuff.stock (LAST_STOCK_ERROR_DATE)
0000064760;0;000010;OR1;TAN;A;null;DE;F001;null;S001;A1;S1;0001;0001;;SAP-DUMMY;C0001;null;;04;TEST_TRUCK;2.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-20;2020-02-20;null;;2020-02-20;2020-02-20;0.000;2.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;1;2020-12-02;null;0;null;null;null;0;null;null;null;null
0000064761;0;000010;OR1;TAN;A;null;DE;F001;null;S001;A1;S1;0001;0001;;SAP-DUMMY;C0001;null;;04;TEST_TRUCK;2.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-20;2020-02-20;null;60;2020-02-27;2020-02-25;2.000;2.000;C;;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;1;2020-12-02;null;0;null;null;null;0;null;null;null;null
0000064762;15;000011;TA;TAN;A;null;DE;0001;null;0001;01;01;9000;9000;;TH_PF_01;SDTEST01;null;;0001;SD_ATP02;1.000;;X;PD;;FX;0.000;2;15.00;EUR;2020-02-20;2020-02-20;null;;2020-02-20;2020-02-20;0.000;1.000;C;;;C;0080042276;000011;2020-02-21;MUSAI;A;TESTER;VL01N;M;1;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064764;0;000010;ZPAD;TAN;A;null;DE;0001;null;0001;01;01;0001;0001;;SAP-DUMMY;PD_TM_CUS1;null;;000000001;TMSTI1_FERT01;110.000;;;;;;0.000;0;0.00;EUR;2020-02-20;2020-02-20;null;;2020-02-24;2020-02-22;110.000;110.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064764;0;000020;ZPAD;TAN;A;null;DE;0001;null;0001;01;01;0001;0001;;SAP-DUMMY;PD_TM_CUS1;null;;;TMSTI1_FERT02;10.000;;;;;;0.000;0;0.00;EUR;2020-02-20;2020-02-20;null;;2020-02-24;2020-02-22;10.000;10.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064766;0;000010;TA;TAN;A;null;DE;R100;null;R100;R1;10;UTK1;0001;;SAP_DUMMY;UTK_CUST;null;;NIKE_SH_G;UTK_POS_SIN_ART;10.000;;X;ND;;;0.000;0;0.00;EUR;2020-02-20;2020-02-20;null;;2020-02-20;2020-08-21;0.000;10.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;3;2020-03-05;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064767;0;000010;ZPAD;TAN;A;null;DE;0001;null;0001;01;01;0001;0001;;SAP-DUMMY;PD_TM_CUS1;null;;000000001;TMSTI1_FERT01;110.000;;;;;;0.000;0;0.00;EUR;2020-02-20;2020-02-20;null;;2020-02-24;2020-02-22;110.000;110.000;C;;;C;0080042260;000010;2020-02-20;DITZELP;A;TESTER;;A;1;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064767;0;000020;ZPAD;TAN;A;null;DE;0001;null;0001;01;01;0001;0001;;SAP-DUMMY;PD_TM_CUS1;null;;;TMSTI1_FERT02;10.000;;;;;;0.000;0;0.00;EUR;2020-02-20;2020-02-20;null;;2020-02-24;2020-02-22;10.000;10.000;C;;;C;0080042260;000020;2020-02-20;DITZELP;A;TESTER;;A;1;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064768;30;000010;TA;TAN;A;null;DE;1010;null;1010;01;00;0009;0009;;SAP-DUMMY;BP_C_DEBER;null;;000000001;CA_HAWA001;3.000;;X;ND;;;0.000;0;30.00;EUR;2020-02-20;2020-02-20;null;;2020-04-20;2020-04-16;3.000;3.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;46;2020-01-28;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064769;100;000010;TA;TAN;A;null;DE;1010;null;1010;01;00;0009;0009;;SAP-DUMMY;BP_C_DEBER;null;;000000001;CA_HAWA001;10.000;;X;ND;;;0.000;0;100.00;EUR;2020-02-20;2020-02-20;null;;2020-04-20;2020-04-16;10.000;10.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;46;2020-01-28;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064770;0;000011;TA;TAN;A;null;DE;0001;null;0001;01;01;9000;9000;;TH_PF_01;SPM_MM_T01;null;01;0001;SD_ATP_BM_001;1.000;;X;PD;;FX;0.000;2;0.00;EUR;2020-03-02;2020-03-02;null;;2020-03-02;2020-03-02;0.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064771;141.12;000010;TA;TAN;A;null;DE;F001;null;S001;A1;S1;P001;S001;;SAP_DUMMY;WDF28-1;null;;04;WDF28-1;12.000;;X;ND;;EX;0.000;1;141.12;EUR;2020-02-20;2020-02-20;null;;2020-02-20;2020-02-20;0.000;12.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;138;2021-12-15;null;505;2021-07-02;null;null;16;2023-03-13;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064772;390;000010;TA;TAQ;A;null;DE;0001;null;0001;01;01;0001;0001;;SAP-DUMMY;LC_CUST01;null;;000000001;BOM_COMPUTER_02;5.000;;X;ND;;;0.000;0;390.00;EUR;2020-02-20;2020-02-20;null;;2020-02-20;2020-02-20;0.000;5.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064772;0;000011;TA;TAE;;null;DE;0001;null;0001;01;01;0001;0001;;SAP-DUMMY;LC_CUST01;null;01;000000001;BOM_KEYBOARD_01;5.000;;X;ND;;;0.000;0;0.00;EUR;2020-02-20;2020-02-20;null;;2020-02-20;2020-02-20;0.000;5.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064772;0;000012;TA;TAE;;null;DE;0001;null;0001;01;01;0001;0001;;SAP-DUMMY;LC_CUST01;null;01;000000001;BOM_MOUSE_01;5.000;;X;ND;;;0.000;0;0.00;EUR;2020-02-20;2020-02-20;null;;2020-02-20;2020-02-20;0.000;5.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064773;0;000010;TM42;TAN;A;null;DE;0001;null;TM42;01;01;TM42;TM42;AFS;SAP-DUMMY;T42_BP_HAM;null;;01;T42_PROD-S01;10.000;;X;ND;;;0.000;0;0.00;EUR;2020-02-20;2020-02-20;null;;2020-03-05;2020-02-27;0.000;10.000;A;A;;C;;000000;null;null;null;null;null;null;0;2023;03;35149.000;0.000;;;KUNA;;;0;null;null;1146;2019-09-23;null;null;4;2023-03-15;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064773;0;000020;TM42;TAN;A;null;DE;0001;null;TM42;01;01;TM42;TM42;;SAP-DUMMY;T42_BP_HAM;null;;01;T42_PROD-S02;6.000;;X;ND;;;0.000;0;0.00;EUR;2020-02-20;2020-02-20;null;;2020-03-05;2020-02-27;6.000;6.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;109;2020-10-06;null;null;3;2023-03-15;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064774;123;000010;TA;TAQ;A;null;DE;0001;null;0001;01;01;0001;0001;;SAP-DUMMY;LC_CUST01;null;;000000001;BOM_COMPUTER_02;1.000;;X;ND;;;0.000;0;123.00;EUR;2020-02-20;2020-02-20;null;;2020-02-20;2020-02-20;0.000;1.000;C;;;C;0080042267;000010;2020-02-20;XIONGP;A;TESTER;VL01N;M;1;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064774;0;000011;TA;TAE;;null;DE;0001;null;0001;01;01;0001;0001;;SAP-DUMMY;LC_CUST01;null;01;000000001;BOM_KEYBOARD_01;1.000;;X;ND;;;0.000;0;0.00;EUR;2020-02-20;2020-02-20;null;;2020-02-20;2020-02-20;0.000;1.000;C;;;C;0080042267;000011;2020-02-20;XIONGP;A;TESTER;VL01N;M;1;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064774;0;000012;TA;TAE;;null;DE;0001;null;0001;01;01;0001;0001;;SAP-DUMMY;LC_CUST01;null;01;000000001;BOM_MOUSE_01;1.000;;X;ND;;;0.000;0;0.00;EUR;2020-02-20;2020-02-20;null;;2020-02-20;2020-02-20;0.000;1.000;C;;;C;0080042267;000012;2020-02-20;XIONGP;A;TESTER;VL01N;M;1;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064775;0;000010;TM42;TAN;A;null;DE;0001;null;TM42;01;01;TM42;TM42;AFS;SAP-DUMMY;T42_BP_HAM;null;;01;T42_PROD-S01;2.000;;X;ND;;;0.000;0;0.00;EUR;2020-02-20;2020-02-20;null;;2020-03-05;2020-02-27;0.000;2.000;C;;;C;0080042268;000010;2020-02-20;EKSILMEZYI;A;TESTER;;A;1;0000;00;0.000;0.000;;;KUNA;;;0;null;null;1146;2019-09-23;null;null;4;2023-03-15;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064780;245;000010;TA;TAN;A;null;DE;F001;null;S001;S1;S1;0001;0001;;SAP-DUMMY;DP_CU_F001;null;;000000001;DP_MATERIAL;25.000;;;;;;0.000;0;245.00;EUR;2020-02-20;2020-02-20;null;;2020-02-20;2020-02-20;0.000;25.000;C;;;C;0080036072;000010;2020-02-20;STEINBUCH;A;TESTER;;A;1;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064781;1234;000010;TA;TAQ;A;null;DE;0001;null;0001;01;01;0001;0001;;SAP-DUMMY;LC_CUST01;null;;000000001;BOM_COMPUTER_04;1.000;;X;;;;0.000;0;1234.00;EUR;2020-02-20;2020-02-20;null;;2020-02-20;2020-02-20;0.000;1.000;C;;;C;0080042269;000010;2020-02-20;XIONGP;A;TESTER;VL01N;M;1;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064781;0;000011;TA;TAE;;null;DE;0001;null;0001;01;01;0001;0001;;SAP-DUMMY;LC_CUST01;null;;000000001;BOM_CPU_01;1.000;;X;PD;;Z6;0.000;0;0.00;EUR;2020-02-20;2020-02-20;null;;2020-02-20;2020-02-20;0.000;1.000;C;;;C;0080042269;000011;2020-02-20;XIONGP;A;TESTER;VL01N;M;1;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064781;0;000012;TA;TAE;;null;DE;0001;null;0001;01;01;0001;0001;;SAP-DUMMY;LC_CUST01;null;;000000001;BOM_MONITOR_01;2.000;;X;PD;;Z6;0.000;0;0.00;EUR;2020-02-20;2020-02-20;null;;2020-02-20;2020-02-20;0.000;2.000;C;;;C;0080042269;000012;2020-02-20;XIONGP;A;TESTER;VL01N;M;1;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064791;1256;000010;TA;TAQ;A;null;DE;0001;null;0001;01;01;0001;0001;;SAP-DUMMY;LC_CUST01;null;;000000001;BOM_COMPUTER_05;1.000;;X;;;;0.000;0;1256.00;EUR;2020-02-21;2020-02-21;null;;2020-02-21;2020-02-20;0.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064791;0;000011;TA;TAE;;null;DE;0001;null;0001;01;01;0001;0001;;SAP-DUMMY;LC_CUST01;null;;000000001;BOM_MONITOR_01;2.000;;X;PD;;Z6;0.000;0;0.00;EUR;2020-02-21;2020-02-21;null;;2020-02-21;2020-02-20;0.000;2.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064791;0;000012;TA;TAE;;null;DE;0001;null;0001;01;01;0001;0001;;SAP-DUMMY;LC_CUST01;null;;000000001;BOM_CPU_01;1.000;;X;PD;;Z6;0.000;0;0.00;EUR;2020-02-21;2020-02-21;null;;2020-02-21;2020-02-20;0.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064792;1234;000010;TA;TAQ;A;null;DE;0001;null;0001;01;01;0001;0001;;SAP-DUMMY;LC_CUST01;null;;000000001;BOM_COMPUTER_04;1.000;;X;;;;0.000;0;1234.00;EUR;2020-02-21;2020-02-21;null;;2020-02-21;2020-02-20;0.000;1.000;C;;;C;0080020756;000010;2020-02-21;XIONGP;A;TESTER;VL01N;M;1;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064792;0;000011;TA;TAE;;null;DE;0001;null;0001;01;01;0001;0001;;SAP-DUMMY;LC_CUST01;null;;000000001;BOM_CPU_01;1.000;;X;PD;;Z6;0.000;0;0.00;EUR;2020-02-21;2020-02-21;null;;2020-02-21;2020-02-20;0.000;1.000;C;;;C;0080020756;000011;2020-02-21;XIONGP;A;TESTER;VL01N;M;1;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064792;0;000012;TA;TAE;;null;DE;0001;null;0001;01;01;0001;0001;;SAP-DUMMY;LC_CUST01;null;;000000001;BOM_MONITOR_01;2.000;;X;PD;;Z6;0.000;0;0.00;EUR;2020-02-21;2020-02-21;null;;2020-02-21;2020-02-20;0.000;2.000;C;;;C;0080020756;000012;2020-02-21;XIONGP;A;TESTER;VL01N;M;1;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064793;0;000010;TM42;TAN;A;null;DE;0001;null;TM42;01;01;TM42;TM42;;SAP-DUMMY;T42_BP_HAM;null;;01;T42_PROD-S01;2.000;;X;ND;;;0.000;0;0.00;EUR;2020-02-21;2020-02-21;null;;2020-03-06;2020-02-28;0.000;2.000;C;;;C;0080022900;000010;2020-02-21;EKSILMEZYI;A;TESTER;;A;1;0000;00;0.000;0.000;;;KUNA;;;0;null;null;1146;2019-09-23;null;null;4;2023-03-15;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064794;0;000010;TA;TAN;A;null;DE;1010;null;1010;01;00;0009;0009;;SAP-DUMMY;BP_C_DEFRA;null;;000000001;CA_ORGANIC_PEROXIDE;10.000;;X;ND;;;0.000;0;0.00;EUR;2020-02-21;2020-02-21;null;;2020-02-21;2020-02-21;0.000;10.000;A;C;C;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064795;0;000010;TA;TAN;A;null;DE;1010;null;1010;01;00;0009;0009;;SAP-DUMMY;BP_C_DEFRA;null;;000000001;CA_ORGANIC_PEROXIDE;10.000;;X;ND;;;0.000;0;0.00;EUR;2020-02-21;2020-02-21;null;;2020-02-21;2020-02-21;0.000;10.000;A;C;C;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064796;100;000010;TA;TAN;A;null;DE;1010;null;1010;01;00;0009;0009;;SAP-DUMMY;BP_C_DEFRA;null;;000000001;CA_HAWA001;10.000;;X;ND;;;0.000;0;100.00;EUR;2020-02-21;2020-02-21;null;;2020-02-21;2020-02-21;0.000;10.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;46;2020-01-28;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064797;0;000010;TA;TAN;A;null;DE;1010;null;1010;01;00;0009;0009;;SAP-DUMMY;BP_C_DEFRA;null;;000000001;CA_ORGANIC_PEROXIDE;2.000;;X;ND;;;0.000;0;0.00;EUR;2020-02-21;2020-02-21;null;;2020-02-21;2020-02-21;0.000;2.000;C;;;C;0080042272;000010;2020-02-21;ABELC;A;;VL01N;M;1;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064798;0;000010;TM42;TAN;A;null;DE;0001;null;TM42;01;01;TM42;TM42;AFS;SAP-DUMMY;T42_BP_HAM;null;;01;T42_PROD-S01;4.000;;X;ND;;;0.000;0;0.00;EUR;2020-02-21;2020-02-21;null;;2020-03-06;2020-02-28;0.000;4.000;C;;;C;0080042273;000010;2020-02-21;EKSILMEZYI;A;TESTER;;A;1;0000;00;0.000;0.000;;;KUNA;;;0;null;null;1146;2019-09-23;null;null;4;2023-03-15;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064800;0;000010;TM42;TAN;A;null;DE;0001;null;TM42;01;01;TM42;TM42;AFS;SAP-DUMMY;T42_BP_HAM;null;;01;T42_PROD-S01;4.000;;X;ND;;;0.000;0;0.00;EUR;2020-02-21;2020-02-21;null;;2020-03-06;2020-02-28;0.000;4.000;C;;;C;0080042275;000010;2020-02-21;EKSILMEZYI;A;TESTER;;A;1;0000;00;0.000;0.000;;;KUNA;;;0;null;null;1146;2019-09-23;null;null;4;2023-03-15;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064802;0;000010;TM42;TAN;A;null;DE;0001;null;TM42;01;01;TM42;TM42;;SAP-DUMMY;T42_BP_HAM;null;;01;T42_PROD-S01;5.000;;X;ND;;;0.000;0;0.00;EUR;2020-02-21;2020-02-21;null;;2020-03-06;2020-02-28;0.000;5.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;1146;2019-09-23;null;null;4;2023-03-15;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064804;0;000010;TA;TAN;A;null;DE;0001;null;0001;01;01;SPP3;0001;;SAP-DUMMY;ZF1_SPP_02;null;;01;ZF1_SPP_TEST_3;1.000;;X;X0;;EX;0.000;0;0.00;EUR;2020-02-21;2020-02-21;null;;2020-02-28;2020-02-26;1.000;1.000;C;;;C;0080042278;000010;2020-02-21;SCHLEIER;A;TESTER;VL01N;M;1;0000;00;0.000;0.000;;;KUNA;;;0;null;null;1;2020-02-12;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064805;0;000010;TA;TAN;A;null;DE;0001;null;0001;01;01;SPP3;0001;;SAP-DUMMY;ZF1_SPP_02;null;;01;ZF1_SPP_TEST_3;1.000;;X;X0;;EX;0.000;0;0.00;EUR;2020-02-21;2020-02-21;null;;2020-02-28;2020-02-26;1.000;1.000;C;;;C;0080030705;000010;2020-02-21;SCHLEIER;A;TESTER;VL01N;M;10;0000;00;0.000;0.000;;;KUNA;;;0;null;null;1;2020-02-12;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064805;0;000020;TA;TAN;A;null;DE;0001;null;0001;01;01;SPP1;0001;;SAP-DUMMY;ZF1_SPP_02;null;;01;ZF1_SPP_TEST_2;2.000;;X;X0;;EX;0.000;0;0.00;EUR;2020-02-21;2020-02-21;null;;2020-02-28;2020-02-26;2.000;2.000;C;;;C;0080030705;000020;2020-02-21;SCHLEIER;A;TESTER;VL01N;M;10;0000;00;0.000;0.000;;;KUNA;;;1;2020-11-21;null;1;2020-02-12;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064806;0;000010;TA;TAN;A;null;DE;0001;null;0001;01;01;SPP3;0001;;SAP-DUMMY;ZF1_SPP_02;null;;01;ZF1_SPP_TEST_3;1.000;;X;X0;;EX;0.000;0;0.00;EUR;2020-02-21;2020-02-21;null;;2020-02-28;2020-02-26;1.000;1.000;C;;;C;0080042281;000010;2020-02-21;SCHLEIER;A;TESTER;VL01N;M;1;0000;00;0.000;0.000;;;KUNA;;;0;null;null;1;2020-02-12;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064806;0;000020;TA;TAN;A;null;DE;0001;null;0001;01;01;SPP1;0001;;SAP-DUMMY;ZF1_SPP_02;null;;01;ZF1_SPP_TEST_2;2.000;;X;X0;;EX;0.000;0;0.00;EUR;2020-02-21;2020-02-21;null;;2020-02-28;2020-02-26;2.000;2.000;C;;;C;0080042281;000020;2020-02-21;SCHLEIER;A;TESTER;VL01N;M;1;0000;00;0.000;0.000;;;KUNA;;;1;2020-11-21;null;1;2020-02-12;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064807;0;000010;TA;TAN;A;null;DE;0001;null;0001;01;01;SPP3;0001;;SAP-DUMMY;ZF1_SPP_02;null;;01;ZF1_SPP_TEST_3;1.000;;X;X0;;EX;0.000;0;0.00;EUR;2020-02-21;2020-02-21;null;;2020-02-28;2020-02-26;1.000;1.000;C;;;C;0080036693;000010;2020-02-21;SCHLEIER;A;TESTER;VL01N;M;1;0000;00;0.000;0.000;;;KUNA;;;0;null;null;1;2020-02-12;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064807;0;000020;TA;TAN;A;null;DE;0001;null;0001;01;01;SPP1;0001;;SAP-DUMMY;ZF1_SPP_02;null;;01;ZF1_SPP_TEST_2;2.000;;X;X0;;EX;0.000;0;0.00;EUR;2020-02-21;2020-02-21;null;;2020-02-28;2020-02-26;2.000;2.000;C;;;C;0080036693;000020;2020-02-21;SCHLEIER;A;TESTER;VL01N;M;1;0000;00;0.000;0.000;;;KUNA;;;1;2020-11-21;null;1;2020-02-12;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064808;0;000010;TM42;TAN;A;null;DE;0001;null;TM42;01;01;TM42;TM42;AFS;SAP-DUMMY;T42_BP_HAM;null;;01;T42_PROD-S01;10.000;;X;ND;;;0.000;0;0.00;EUR;2020-02-26;2020-02-26;null;;2020-03-11;2020-03-04;10.000;10.000;A;C;;C;;000000;null;null;null;null;null;null;0;2023;03;35149.000;0.000;;;KUNA;;;0;null;null;1146;2019-09-23;null;null;4;2023-03-15;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064809;0;000010;TA;TAN;A;null;DE;0001;null;0001;01;01;SPP3;0001;;SAP-DUMMY;ZF1_SPP_02;null;;01;ZF1_SPP_TEST_3;1.000;;X;X0;;EX;0.000;0;0.00;EUR;2020-02-21;2020-02-21;null;;2020-02-28;2020-02-26;1.000;1.000;C;;;C;0080042282;000010;2020-02-21;SCHLEIER;A;TESTER;VL01N;M;1;0000;00;0.000;0.000;;;KUNA;;;0;null;null;1;2020-02-12;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064809;0;000020;TA;TAN;A;null;DE;0001;null;0001;01;01;SPP1;0001;;SAP-DUMMY;ZF1_SPP_02;null;;01;ZF1_SPP_TEST_2;2.000;;X;X0;;EX;0.000;0;0.00;EUR;2020-02-21;2020-02-21;null;;2020-02-28;2020-02-26;2.000;2.000;C;;;C;0080042282;000020;2020-02-21;SCHLEIER;A;TESTER;VL01N;M;1;0000;00;0.000;0.000;;;KUNA;;;1;2020-11-21;null;1;2020-02-12;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
